Sr No.,"Date of
Encashment",Name of the Political Party,"Account no. of
Political Party","Bond
Number",Denominations
7592,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,29598,"1,00,000"
7593,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,29599,"1,00,000"
7594,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,29303,"1,00,000"
7595,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,29307,"1,00,000"
7596,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,29305,"1,00,000"
7597,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,29309,"1,00,000"
7598,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,29301,"1,00,000"
7599,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,29308,"1,00,000"
7600,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,29306,"1,00,000"
7601,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,29304,"1,00,000"
7602,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,29302,"1,00,000"
7603,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,29312,"1,00,000"
7604,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,29310,"1,00,000"
7605,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,29314,"1,00,000"
7606,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,29311,"1,00,000"
7607,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,29313,"1,00,000"
7608,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,29315,"1,00,000"
7609,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,29316,"1,00,000"
7610,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,2212,"1,00,000"
7611,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,2220,"1,00,000"
7612,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,2218,"1,00,000"
7613,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,2214,"1,00,000"
7614,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,2216,"1,00,000"
7615,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,9920,"10,000"
7616,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,9916,"10,000"
7617,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,9914,"10,000"
7618,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,9918,"10,000"
7619,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,9919,"10,000"
7620,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,9917,"10,000"
7621,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,9921,"10,000"
7622,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,9923,"10,000"
7623,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,9925,"10,000"
7624,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,9926,"10,000"
7625,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,9924,"10,000"
7626,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,9928,"10,000"
7627,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,9930,"10,000"
7628,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,9922,"10,000"
7629,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,9933,"10,000"
7630,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,9935,"10,000"
7631,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,9927,"10,000"
7632,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,9944,"10,000"
7633,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,9940,"10,000"
7634,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,9932,"10,000"
7635,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,9942,"10,000"
7636,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,9938,"10,000"
7637,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,9934,"10,000"
7638,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,9936,"10,000"
7639,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,5015,"1,000"
7640,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,5021,"1,000"
7641,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,5023,"1,000"
7642,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,5025,"1,000"
7643,12/Oct/2021,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,5028,"1,000"
7644,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8696,"1,00,00,000"
7645,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8516,"1,00,00,000"
7646,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8651,"1,00,00,000"
7647,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8694,"1,00,00,000"
7648,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8518,"1,00,00,000"
7649,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8523,"1,00,00,000"
7650,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8595,"1,00,00,000"
7651,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8693,"1,00,00,000"
7652,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8652,"1,00,00,000"
7653,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8511,"1,00,00,000"
7654,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8513,"1,00,00,000"
7655,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8576,"1,00,00,000"
7656,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8591,"1,00,00,000"
7657,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8677,"1,00,00,000"
7658,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8681,"1,00,00,000"
7659,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8690,"1,00,00,000"
7660,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8698,"1,00,00,000"
7661,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8653,"1,00,00,000"
7662,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8685,"1,00,00,000"
7663,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8695,"1,00,00,000"
7664,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8691,"1,00,00,000"
7665,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8689,"1,00,00,000"
7666,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8597,"1,00,00,000"
7667,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8578,"1,00,00,000"
7668,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8680,"1,00,00,000"
7669,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8683,"1,00,00,000"
7670,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8519,"1,00,00,000"
7671,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8521,"1,00,00,000"
7672,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8587,"1,00,00,000"
7673,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8687,"1,00,00,000"
7674,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8688,"1,00,00,000"
7675,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8692,"1,00,00,000"
7676,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8697,"1,00,00,000"
7677,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8676,"1,00,00,000"
7678,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8678,"1,00,00,000"
7679,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8679,"1,00,00,000"
7680,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8514,"1,00,00,000"
7681,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8583,"1,00,00,000"
7682,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8585,"1,00,00,000"
7683,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8589,"1,00,00,000"
7684,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8684,"1,00,00,000"
7685,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8699,"1,00,00,000"
7686,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8599,"1,00,00,000"
7687,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8682,"1,00,00,000"
7688,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8525,"1,00,00,000"
7689,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8686,"1,00,00,000"
7690,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8700,"1,00,00,000"
7691,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8580,"1,00,00,000"
7692,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8581,"1,00,00,000"
7693,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,8593,"1,00,00,000"
7694,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,9266,"1,00,00,000"
7695,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,9270,"1,00,00,000"
7696,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,9272,"1,00,00,000"
7697,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,9268,"1,00,00,000"
7698,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,12799,"10,00,000"
7699,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,13568,"10,00,000"
7700,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,12793,"10,00,000"
7701,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,12795,"10,00,000"
7702,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,13566,"10,00,000"
7703,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,12797,"10,00,000"
7704,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,13562,"10,00,000"
7705,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,12791,"10,00,000"
7706,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,13570,"10,00,000"
7707,13/Oct/2021,BHARATIYA JANATA PARTY,*******8244,13564,"10,00,000"
7708,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,8369,"1,00,00,000"
7709,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,9402,"1,00,00,000"
7710,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,9431,"1,00,00,000"
7711,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,9433,"1,00,00,000"
7712,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,9432,"1,00,00,000"
7713,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,9422,"1,00,00,000"
7714,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,9420,"1,00,00,000"
7715,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,9442,"1,00,00,000"
7716,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,9446,"1,00,00,000"
7717,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,9448,"1,00,00,000"
7718,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,9444,"1,00,00,000"
7719,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,9424,"1,00,00,000"
7720,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,9437,"1,00,00,000"
7721,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,9435,"1,00,00,000"
7722,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,9443,"1,00,00,000"
7723,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,9436,"1,00,00,000"
7724,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,9434,"1,00,00,000"
7725,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,9438,"1,00,00,000"
7726,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,9440,"1,00,00,000"
7727,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14136,"10,00,000"
7728,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14134,"10,00,000"
7729,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14130,"10,00,000"
7730,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14180,"10,00,000"
7731,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14186,"10,00,000"
7732,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14184,"10,00,000"
7733,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14182,"10,00,000"
7734,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14188,"10,00,000"
7735,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14225,"10,00,000"
7736,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14222,"10,00,000"
7737,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14224,"10,00,000"
7738,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14218,"10,00,000"
7739,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14226,"10,00,000"
7740,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14220,"10,00,000"
7741,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14228,"10,00,000"
7742,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14214,"10,00,000"
7743,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14216,"10,00,000"
7744,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14212,"10,00,000"
7745,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14229,"10,00,000"
7746,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14227,"10,00,000"
7747,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14244,"10,00,000"
7748,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14230,"10,00,000"
7749,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14236,"10,00,000"
7750,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14238,"10,00,000"
7751,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14240,"10,00,000"
7752,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14246,"10,00,000"
7753,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14234,"10,00,000"
7754,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14232,"10,00,000"
7755,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14242,"10,00,000"
7756,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14231,"10,00,000"
7757,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14233,"10,00,000"
7758,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14237,"10,00,000"
7759,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14247,"10,00,000"
7760,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14243,"10,00,000"
7761,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14239,"10,00,000"
7762,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14241,"10,00,000"
7763,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14245,"10,00,000"
7764,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14252,"10,00,000"
7765,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14235,"10,00,000"
7766,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14249,"10,00,000"
7767,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14254,"10,00,000"
7768,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14266,"10,00,000"
7769,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14262,"10,00,000"
7770,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14274,"10,00,000"
7771,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14268,"10,00,000"
7772,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14250,"10,00,000"
7773,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14272,"10,00,000"
7774,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14256,"10,00,000"
7775,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14248,"10,00,000"
7776,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14264,"10,00,000"
7777,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14260,"10,00,000"
7778,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14270,"10,00,000"
7779,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14258,"10,00,000"
7780,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14301,"10,00,000"
7781,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,13210,"10,00,000"
7782,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,1445,"1,00,000"
7783,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,1447,"1,00,000"
7784,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,1449,"1,00,000"
7785,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,1461,"1,00,000"
7786,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,1451,"1,00,000"
7787,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,1459,"1,00,000"
7788,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,1453,"1,00,000"
7789,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,1455,"1,00,000"
7790,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,1457,"1,00,000"
7791,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,1452,"1,00,000"
7792,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,1454,"1,00,000"
7793,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,1462,"1,00,000"
7794,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,1456,"1,00,000"
7795,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,1460,"1,00,000"
7796,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,1458,"1,00,000"
7797,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,1466,"1,00,000"
7798,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,1464,"1,00,000"
7799,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,1472,"1,00,000"
7800,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,1470,"1,00,000"
7801,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,1468,"1,00,000"
7802,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,1479,"1,00,000"
7803,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,1489,"1,00,000"
7804,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,1485,"1,00,000"
7805,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,1487,"1,00,000"
7806,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,1475,"1,00,000"
7807,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,1481,"1,00,000"
7808,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,1483,"1,00,000"
7809,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,1477,"1,00,000"
7810,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,1473,"1,00,000"
7811,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,1480,"1,00,000"
7812,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,1478,"1,00,000"
7813,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,1476,"1,00,000"
7814,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,1482,"1,00,000"
7815,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,1474,"1,00,000"
7816,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,1486,"1,00,000"
7817,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,1484,"1,00,000"
7818,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,1488,"1,00,000"
7819,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,1498,"1,00,000"
7820,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,29505,"1,00,000"
7821,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,29511,"1,00,000"
7822,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,29507,"1,00,000"
7823,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,29501,"1,00,000"
7824,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,29503,"1,00,000"
7825,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,1500,"1,00,000"
7826,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,29509,"1,00,000"
7827,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,29502,"1,00,000"
7828,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,29504,"1,00,000"
7829,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,29513,"1,00,000"
7830,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,29510,"1,00,000"
7831,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,29518,"1,00,000"
7832,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,29512,"1,00,000"
7833,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,29514,"1,00,000"
7834,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,29516,"1,00,000"
7835,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,29506,"1,00,000"
7836,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,29508,"1,00,000"
7837,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,29523,"1,00,000"
7838,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,29517,"1,00,000"
7839,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,29515,"1,00,000"
7840,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,29519,"1,00,000"
7841,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,29521,"1,00,000"
7842,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,29520,"1,00,000"
7843,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,29531,"1,00,000"
7844,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,29525,"1,00,000"
7845,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,29527,"1,00,000"
7846,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,29529,"1,00,000"
7847,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,29533,"1,00,000"
7848,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,29535,"1,00,000"
7849,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,29542,"1,00,000"
7850,16/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,29544,"1,00,000"
7851,18/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,9483,"1,00,00,000"
7852,18/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,9481,"1,00,00,000"
7853,18/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,9479,"1,00,00,000"
7854,18/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,9477,"1,00,00,000"
7855,18/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,9450,"1,00,00,000"
7856,18/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14313,"10,00,000"
7857,18/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14317,"10,00,000"
7858,18/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14315,"10,00,000"
7859,18/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14311,"10,00,000"
7860,18/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14309,"10,00,000"
7861,18/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14324,"10,00,000"
7862,18/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14322,"10,00,000"
7863,18/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14319,"10,00,000"
7864,18/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14323,"10,00,000"
7865,18/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14321,"10,00,000"
7866,18/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14318,"10,00,000"
7867,18/Oct/2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,14316,"10,00,000"
