Sr No.,Reference No (URN),"Date of
Purchase",Name of the Purchaser,"Bond
Number",Denominations
11038,00656202211150000002726,15/Nov/2022,J S K HOTELS P LTD,1720,"10,00,000"
11039,00656202211150000002726,15/Nov/2022,J S K HOTELS P LTD,1712,"10,00,000"
11040,00656202211150000002726,15/Nov/2022,J S K HOTELS P LTD,1704,"10,00,000"
11041,00656202211150000002726,15/Nov/2022,J S K HOTELS P LTD,1710,"10,00,000"
11042,00656202211150000002726,15/Nov/2022,J S K HOTELS P LTD,1714,"10,00,000"
11043,00656202211150000002726,15/Nov/2022,J S K HOTELS P LTD,8038,"1,00,000"
11044,00656202211150000002726,15/Nov/2022,J S K HOTELS P LTD,8040,"1,00,000"
11045,00656202211150000002726,15/Nov/2022,J S K HOTELS P LTD,8034,"1,00,000"
11046,00656202211150000002726,15/Nov/2022,J S K HOTELS P LTD,8036,"1,00,000"
11047,00656202211150000002726,15/Nov/2022,J S K HOTELS P LTD,8030,"1,00,000"
11048,00691202211150000002732,15/Nov/2022,JYOTSNA AGGARWAL,14015,"10,00,000"
11049,00691202211150000002732,15/Nov/2022,JYOTSNA AGGARWAL,14013,"10,00,000"
11050,00691202211150000002732,15/Nov/2022,JYOTSNA AGGARWAL,28798,"1,00,000"
11051,00691202211150000002732,15/Nov/2022,JYOTSNA AGGARWAL,28800,"1,00,000"
11052,00691202211150000002732,15/Nov/2022,JYOTSNA AGGARWAL,28794,"1,00,000"
11053,00691202211150000002732,15/Nov/2022,JYOTSNA AGGARWAL,28792,"1,00,000"
11054,00691202211150000002732,15/Nov/2022,JYOTSNA AGGARWAL,28796,"1,00,000"
11055,00691202211150000002727,15/Nov/2022,KHUSHBU AGGARWAL,13649,"10,00,000"
11056,00691202211150000002727,15/Nov/2022,KHUSHBU AGGARWAL,13647,"10,00,000"
11057,00691202211150000002727,15/Nov/2022,KHUSHBU AGGARWAL,28752,"1,00,000"
11058,00691202211150000002727,15/Nov/2022,KHUSHBU AGGARWAL,28756,"1,00,000"
11059,00691202211150000002727,15/Nov/2022,KHUSHBU AGGARWAL,28754,"1,00,000"
11060,00691202211150000002727,15/Nov/2022,KHUSHBU AGGARWAL,28758,"1,00,000"
11061,00691202211150000002727,15/Nov/2022,KHUSHBU AGGARWAL,28760,"1,00,000"
11062,01355202211150000002697,15/Nov/2022,M M YARNS PVT LTD,996,"10,00,000"
11063,01355202211150000002697,15/Nov/2022,M M YARNS PVT LTD,994,"10,00,000"
11064,01355202211150000002697,15/Nov/2022,M M YARNS PVT LTD,992,"10,00,000"
11065,01355202211150000002697,15/Nov/2022,M M YARNS PVT LTD,27528,"1,00,000"
11066,01355202211150000002697,15/Nov/2022,M M YARNS PVT LTD,27530,"1,00,000"
11067,01355202211150000002697,15/Nov/2022,M M YARNS PVT LTD,27542,"1,00,000"
11068,01355202211150000002697,15/Nov/2022,M M YARNS PVT LTD,27536,"1,00,000"
11069,01355202211150000002697,15/Nov/2022,M M YARNS PVT LTD,27538,"1,00,000"
11070,01355202211150000002697,15/Nov/2022,M M YARNS PVT LTD,27532,"1,00,000"
11071,01355202211150000002697,15/Nov/2022,M M YARNS PVT LTD,27534,"1,00,000"
11072,01355202211150000002697,15/Nov/2022,M M YARNS PVT LTD,27540,"1,00,000"
11073,01355202211150000002697,15/Nov/2022,M M YARNS PVT LTD,20021,"10,000"
11074,01355202211150000002697,15/Nov/2022,M M YARNS PVT LTD,20019,"10,000"
11075,01355202211150000002697,15/Nov/2022,M M YARNS PVT LTD,20023,"10,000"
11076,00813202211150000002687,15/Nov/2022,MICRO LABS LTD,3685,"1,00,00,000"
11077,00813202211150000002687,15/Nov/2022,MICRO LABS LTD,3688,"1,00,00,000"
11078,00813202211150000002687,15/Nov/2022,MICRO LABS LTD,3691,"1,00,00,000"
11079,00691202211150000002701,15/Nov/2022,MOHIT MINERALS LIMITED,12600,"1,00,00,000"
11080,00691202211150000002701,15/Nov/2022,MOHIT MINERALS LIMITED,12598,"1,00,00,000"
11081,00691202211150000002701,15/Nov/2022,MOHIT MINERALS LIMITED,12596,"1,00,00,000"
11082,00691202211150000002719,15/Nov/2022,PAWAN AGARWAL,15003,"1,000"
11083,00691202211150000002722,15/Nov/2022,PREM AGGARWAL,13637,"10,00,000"
11084,00691202211150000002722,15/Nov/2022,PREM AGGARWAL,13635,"10,00,000"
11085,00691202211150000002722,15/Nov/2022,PREM AGGARWAL,28730,"1,00,000"
11086,00691202211150000002722,15/Nov/2022,PREM AGGARWAL,28726,"1,00,000"
11087,00691202211150000002722,15/Nov/2022,PREM AGGARWAL,28722,"1,00,000"
11088,00691202211150000002722,15/Nov/2022,PREM AGGARWAL,28728,"1,00,000"
11089,00691202211150000002722,15/Nov/2022,PREM AGGARWAL,28724,"1,00,000"
11090,00691202211150000002730,15/Nov/2022,PREM AGGARWAL AND SONS HUF,14007,"10,00,000"
11091,00691202211150000002730,15/Nov/2022,PREM AGGARWAL AND SONS HUF,14005,"10,00,000"
11092,00691202211150000002730,15/Nov/2022,PREM AGGARWAL AND SONS HUF,28780,"1,00,000"
11093,00691202211150000002730,15/Nov/2022,PREM AGGARWAL AND SONS HUF,28774,"1,00,000"
11094,00691202211150000002730,15/Nov/2022,PREM AGGARWAL AND SONS HUF,28772,"1,00,000"
11095,00691202211150000002730,15/Nov/2022,PREM AGGARWAL AND SONS HUF,28778,"1,00,000"
11096,00691202211150000002730,15/Nov/2022,PREM AGGARWAL AND SONS HUF,28776,"1,00,000"
11097,01355202211150000002711,15/Nov/2022,RAGHAV COTSPIN PRIVATE LIMITED,991,"10,00,000"
11098,01355202211150000002711,15/Nov/2022,RAGHAV COTSPIN PRIVATE LIMITED,27535,"1,00,000"
11099,01355202211150000002711,15/Nov/2022,RAGHAV COTSPIN PRIVATE LIMITED,27539,"1,00,000"
11100,01355202211150000002711,15/Nov/2022,RAGHAV COTSPIN PRIVATE LIMITED,27541,"1,00,000"
11101,01355202211150000002711,15/Nov/2022,RAGHAV COTSPIN PRIVATE LIMITED,27537,"1,00,000"
11102,01355202211150000002711,15/Nov/2022,RAGHAV COTSPIN PRIVATE LIMITED,27543,"1,00,000"
11103,01355202211150000002711,15/Nov/2022,RAGHAV COTSPIN PRIVATE LIMITED,20006,"1,000"
11104,01355202211150000002711,15/Nov/2022,RAGHAV COTSPIN PRIVATE LIMITED,20002,"1,000"
11105,01355202211150000002711,15/Nov/2022,RAGHAV COTSPIN PRIVATE LIMITED,20008,"1,000"
11106,01355202211150000002711,15/Nov/2022,RAGHAV COTSPIN PRIVATE LIMITED,20004,"1,000"
11107,01355202211150000002714,15/Nov/2022,RAMKRISHNA COTSPIN PVT LTD,993,"10,00,000"
11108,01355202211150000002714,15/Nov/2022,RAMKRISHNA COTSPIN PVT LTD,27555,"1,00,000"
11109,01355202211150000002714,15/Nov/2022,RAMKRISHNA COTSPIN PVT LTD,27551,"1,00,000"
11110,01355202211150000002714,15/Nov/2022,RAMKRISHNA COTSPIN PVT LTD,27553,"1,00,000"
11111,01355202211150000002714,15/Nov/2022,RAMKRISHNA COTSPIN PVT LTD,27559,"1,00,000"
11112,01355202211150000002714,15/Nov/2022,RAMKRISHNA COTSPIN PVT LTD,27549,"1,00,000"
11113,01355202211150000002714,15/Nov/2022,RAMKRISHNA COTSPIN PVT LTD,27547,"1,00,000"
11114,01355202211150000002714,15/Nov/2022,RAMKRISHNA COTSPIN PVT LTD,27561,"1,00,000"
11115,01355202211150000002714,15/Nov/2022,RAMKRISHNA COTSPIN PVT LTD,27545,"1,00,000"
11116,01355202211150000002714,15/Nov/2022,RAMKRISHNA COTSPIN PVT LTD,27557,"1,00,000"
11117,01355202211150000002714,15/Nov/2022,RAMKRISHNA COTSPIN PVT LTD,20002,"10,000"
11118,01355202211150000002714,15/Nov/2022,RAMKRISHNA COTSPIN PVT LTD,20012,"1,000"
11119,01355202211150000002714,15/Nov/2022,RAMKRISHNA COTSPIN PVT LTD,20016,"1,000"
11120,01355202211150000002714,15/Nov/2022,RAMKRISHNA COTSPIN PVT LTD,20014,"1,000"
11121,01355202211150000002714,15/Nov/2022,RAMKRISHNA COTSPIN PVT LTD,20010,"1,000"
11122,01355202211150000002714,15/Nov/2022,RAMKRISHNA COTSPIN PVT LTD,20018,"1,000"
11123,00656202211150000002718,15/Nov/2022,S G AGARWAL & CO,1702,"10,00,000"
11124,00691202211150000002724,15/Nov/2022,SANDEEP AGGARWAL,13641,"10,00,000"
11125,00691202211150000002724,15/Nov/2022,SANDEEP AGGARWAL,13639,"10,00,000"
11126,00691202211150000002724,15/Nov/2022,SANDEEP AGGARWAL,28740,"1,00,000"
11127,00691202211150000002724,15/Nov/2022,SANDEEP AGGARWAL,28736,"1,00,000"
11128,00691202211150000002724,15/Nov/2022,SANDEEP AGGARWAL,28732,"1,00,000"
11129,00691202211150000002724,15/Nov/2022,SANDEEP AGGARWAL,28738,"1,00,000"
11130,00691202211150000002724,15/Nov/2022,SANDEEP AGGARWAL,28734,"1,00,000"
11131,00691202211150000002729,15/Nov/2022,SANDEEP AGGARWAL AND SONS HUF,14003,"10,00,000"
11132,00691202211150000002729,15/Nov/2022,SANDEEP AGGARWAL AND SONS HUF,14001,"10,00,000"
11133,00691202211150000002729,15/Nov/2022,SANDEEP AGGARWAL AND SONS HUF,28768,"1,00,000"
11134,00691202211150000002729,15/Nov/2022,SANDEEP AGGARWAL AND SONS HUF,28770,"1,00,000"
11135,00691202211150000002729,15/Nov/2022,SANDEEP AGGARWAL AND SONS HUF,28764,"1,00,000"
11136,00691202211150000002729,15/Nov/2022,SANDEEP AGGARWAL AND SONS HUF,28766,"1,00,000"
11137,00691202211150000002729,15/Nov/2022,SANDEEP AGGARWAL AND SONS HUF,28762,"1,00,000"
11138,01355202211150000002712,15/Nov/2022,SANVI SPINNING MILLS PVT LTD,995,"10,00,000"
11139,01355202211150000002712,15/Nov/2022,SANVI SPINNING MILLS PVT LTD,997,"10,00,000"
11140,01355202211150000002712,15/Nov/2022,SANVI SPINNING MILLS PVT LTD,27571,"1,00,000"
11141,01355202211150000002712,15/Nov/2022,SANVI SPINNING MILLS PVT LTD,27565,"1,00,000"
11142,01355202211150000002712,15/Nov/2022,SANVI SPINNING MILLS PVT LTD,27569,"1,00,000"
11143,01355202211150000002712,15/Nov/2022,SANVI SPINNING MILLS PVT LTD,27575,"1,00,000"
11144,01355202211150000002712,15/Nov/2022,SANVI SPINNING MILLS PVT LTD,27567,"1,00,000"
11145,01355202211150000002712,15/Nov/2022,SANVI SPINNING MILLS PVT LTD,27563,"1,00,000"
11146,01355202211150000002712,15/Nov/2022,SANVI SPINNING MILLS PVT LTD,27577,"1,00,000"
11147,01355202211150000002712,15/Nov/2022,SANVI SPINNING MILLS PVT LTD,27573,"1,00,000"
11148,01355202211150000002712,15/Nov/2022,SANVI SPINNING MILLS PVT LTD,20008,"10,000"
11149,01355202211150000002712,15/Nov/2022,SANVI SPINNING MILLS PVT LTD,20004,"10,000"
11150,01355202211150000002712,15/Nov/2022,SANVI SPINNING MILLS PVT LTD,20006,"10,000"
11151,01355202211150000002712,15/Nov/2022,SANVI SPINNING MILLS PVT LTD,20024,"1,000"
11152,01355202211150000002712,15/Nov/2022,SANVI SPINNING MILLS PVT LTD,20020,"1,000"
11153,01355202211150000002712,15/Nov/2022,SANVI SPINNING MILLS PVT LTD,20022,"1,000"
11154,00656202211150000002723,15/Nov/2022,SERVEALL LAND DEVELOPERS PVT LTD,5656,"1,00,00,000"
11155,00656202211150000002723,15/Nov/2022,SERVEALL LAND DEVELOPERS PVT LTD,5653,"1,00,00,000"
11156,00656202211150000002723,15/Nov/2022,SERVEALL LAND DEVELOPERS PVT LTD,1724,"10,00,000"
11157,00656202211150000002723,15/Nov/2022,SERVEALL LAND DEVELOPERS PVT LTD,1722,"10,00,000"
11158,00656202211150000002723,15/Nov/2022,SERVEALL LAND DEVELOPERS PVT LTD,8044,"1,00,000"
11159,00656202211150000002723,15/Nov/2022,SERVEALL LAND DEVELOPERS PVT LTD,8050,"1,00,000"
11160,00656202211150000002723,15/Nov/2022,SERVEALL LAND DEVELOPERS PVT LTD,8042,"1,00,000"
11161,00656202211150000002723,15/Nov/2022,SERVEALL LAND DEVELOPERS PVT LTD,8048,"1,00,000"
11162,00656202211150000002723,15/Nov/2022,SERVEALL LAND DEVELOPERS PVT LTD,8046,"1,00,000"
11163,01355202211150000002713,15/Nov/2022,SHINE COTSPIN PVT LTD,999,"10,00,000"
11164,01355202211150000002713,15/Nov/2022,SHINE COTSPIN PVT LTD,27579,"1,00,000"
11165,01355202211150000002713,15/Nov/2022,SHINE COTSPIN PVT LTD,27583,"1,00,000"
11166,01355202211150000002713,15/Nov/2022,SHINE COTSPIN PVT LTD,27581,"1,00,000"
11167,01355202211150000002713,15/Nov/2022,SHINE COTSPIN PVT LTD,20020,"10,000"
11168,01355202211150000002713,15/Nov/2022,SHINE COTSPIN PVT LTD,20018,"10,000"
11169,01355202211150000002713,15/Nov/2022,SHINE COTSPIN PVT LTD,20016,"10,000"
11170,01355202211150000002713,15/Nov/2022,SHINE COTSPIN PVT LTD,20014,"10,000"
11171,01355202211150000002713,15/Nov/2022,SHINE COTSPIN PVT LTD,20010,"10,000"
11172,01355202211150000002713,15/Nov/2022,SHINE COTSPIN PVT LTD,20012,"10,000"
11173,01355202211150000002713,15/Nov/2022,SHINE COTSPIN PVT LTD,20030,"1,000"
11174,01355202211150000002713,15/Nov/2022,SHINE COTSPIN PVT LTD,20026,"1,000"
11175,01355202211150000002713,15/Nov/2022,SHINE COTSPIN PVT LTD,20032,"1,000"
11176,01355202211150000002713,15/Nov/2022,SHINE COTSPIN PVT LTD,20028,"1,000"
11177,01355202211150000002713,15/Nov/2022,SHINE COTSPIN PVT LTD,20036,"1,000"
11178,01355202211150000002713,15/Nov/2022,SHINE COTSPIN PVT LTD,20034,"1,000"
11179,01355202211150000002713,15/Nov/2022,SHINE COTSPIN PVT LTD,20038,"1,000"
11180,01355202211150000002713,15/Nov/2022,SHINE COTSPIN PVT LTD,20040,"1,000"
11181,00691202211150000002699,15/Nov/2022,SNB MINERALS PRIVATE LIMITED,12594,"1,00,00,000"
11182,00300202211150000002710,15/Nov/2022,SUN OILNATURAL GAS DIV SUN PETRO P.,13594,"1,00,00,000"
11183,00300202211150000002710,15/Nov/2022,SUN OILNATURAL GAS DIV SUN PETRO P.,13598,"1,00,00,000"
11184,00300202211150000002710,15/Nov/2022,SUN OILNATURAL GAS DIV SUN PETRO P.,13602,"1,00,00,000"
11185,00300202211150000002710,15/Nov/2022,SUN OILNATURAL GAS DIV SUN PETRO P.,13604,"1,00,00,000"
11186,00300202211150000002710,15/Nov/2022,SUN OILNATURAL GAS DIV SUN PETRO P.,13600,"1,00,00,000"
11187,00300202211150000002710,15/Nov/2022,SUN OILNATURAL GAS DIV SUN PETRO P.,13606,"1,00,00,000"
11188,00300202211150000002710,15/Nov/2022,SUN OILNATURAL GAS DIV SUN PETRO P.,13592,"1,00,00,000"
11189,00300202211150000002710,15/Nov/2022,SUN OILNATURAL GAS DIV SUN PETRO P.,13596,"1,00,00,000"
11190,01355202211150000002716,15/Nov/2022,SUSTAINABLE SPINNING AND COMMODITIES PVT LTD,998,"10,00,000"
11191,01355202211150000002716,15/Nov/2022,SUSTAINABLE SPINNING AND COMMODITIES PVT LTD,27550,"1,00,000"
11192,01355202211150000002716,15/Nov/2022,SUSTAINABLE SPINNING AND COMMODITIES PVT LTD,27546,"1,00,000"
11193,01355202211150000002716,15/Nov/2022,SUSTAINABLE SPINNING AND COMMODITIES PVT LTD,27548,"1,00,000"
11194,01355202211150000002716,15/Nov/2022,SUSTAINABLE SPINNING AND COMMODITIES PVT LTD,27544,"1,00,000"
11195,01355202211150000002716,15/Nov/2022,SUSTAINABLE SPINNING AND COMMODITIES PVT LTD,20026,"10,000"
11196,01355202211150000002716,15/Nov/2022,SUSTAINABLE SPINNING AND COMMODITIES PVT LTD,20028,"10,000"
11197,01355202211150000002716,15/Nov/2022,SUSTAINABLE SPINNING AND COMMODITIES PVT LTD,20024,"10,000"
11198,01355202211150000002716,15/Nov/2022,SUSTAINABLE SPINNING AND COMMODITIES PVT LTD,20030,"10,000"
11199,01355202211150000002716,15/Nov/2022,SUSTAINABLE SPINNING AND COMMODITIES PVT LTD,20022,"10,000"
11200,01355202211150000002698,15/Nov/2022,TRIBHUVAN SPINTEX PRIVATE LIMITED,988,"10,00,000"
11201,01355202211150000002698,15/Nov/2022,TRIBHUVAN SPINTEX PRIVATE LIMITED,990,"10,00,000"
11202,01355202211150000002698,15/Nov/2022,TRIBHUVAN SPINTEX PRIVATE LIMITED,27520,"1,00,000"
11203,01355202211150000002698,15/Nov/2022,TRIBHUVAN SPINTEX PRIVATE LIMITED,27524,"1,00,000"
11204,01355202211150000002698,15/Nov/2022,TRIBHUVAN SPINTEX PRIVATE LIMITED,27526,"1,00,000"
11205,01355202211150000002698,15/Nov/2022,TRIBHUVAN SPINTEX PRIVATE LIMITED,27522,"1,00,000"
11206,01355202211150000002698,15/Nov/2022,TRIBHUVAN SPINTEX PRIVATE LIMITED,20007,"10,000"
11207,01355202211150000002698,15/Nov/2022,TRIBHUVAN SPINTEX PRIVATE LIMITED,20005,"10,000"
11208,01355202211150000002698,15/Nov/2022,TRIBHUVAN SPINTEX PRIVATE LIMITED,20013,"10,000"
11209,01355202211150000002698,15/Nov/2022,TRIBHUVAN SPINTEX PRIVATE LIMITED,20011,"10,000"
11210,01355202211150000002698,15/Nov/2022,TRIBHUVAN SPINTEX PRIVATE LIMITED,20003,"10,000"
11211,01355202211150000002698,15/Nov/2022,TRIBHUVAN SPINTEX PRIVATE LIMITED,20017,"10,000"
11212,01355202211150000002698,15/Nov/2022,TRIBHUVAN SPINTEX PRIVATE LIMITED,20009,"10,000"
11213,01355202211150000002698,15/Nov/2022,TRIBHUVAN SPINTEX PRIVATE LIMITED,20015,"10,000"
11214,01355202211150000002698,15/Nov/2022,TRIBHUVAN SPINTEX PRIVATE LIMITED,20011,"1,000"
11215,01355202211150000002698,15/Nov/2022,TRIBHUVAN SPINTEX PRIVATE LIMITED,20017,"1,000"
11216,01355202211150000002698,15/Nov/2022,TRIBHUVAN SPINTEX PRIVATE LIMITED,20013,"1,000"
11217,01355202211150000002698,15/Nov/2022,TRIBHUVAN SPINTEX PRIVATE LIMITED,20015,"1,000"
11218,00300202211150000002704,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13422,"1,00,00,000"
11219,00300202211150000002704,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13078,"1,00,00,000"
11220,00300202211150000002704,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13414,"1,00,00,000"
11221,00300202211150000002704,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13084,"1,00,00,000"
11222,00300202211150000002704,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13082,"1,00,00,000"
11223,00300202211150000002704,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13098,"1,00,00,000"
11224,00300202211150000002704,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13406,"1,00,00,000"
11225,00300202211150000002704,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13074,"1,00,00,000"
11226,00300202211150000002704,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13086,"1,00,00,000"
11227,00300202211150000002704,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13404,"1,00,00,000"
11228,00300202211150000002704,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13096,"1,00,00,000"
11229,00300202211150000002704,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13418,"1,00,00,000"
11230,00300202211150000002704,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13412,"1,00,00,000"
11231,00300202211150000002704,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13076,"1,00,00,000"
11232,00300202211150000002704,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13092,"1,00,00,000"
11233,00300202211150000002704,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13410,"1,00,00,000"
11234,00300202211150000002704,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13088,"1,00,00,000"
11235,00300202211150000002704,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13094,"1,00,00,000"
11236,00300202211150000002704,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13420,"1,00,00,000"
11237,00300202211150000002704,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13100,"1,00,00,000"
11238,00300202211150000002704,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13090,"1,00,00,000"
11239,00300202211150000002704,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13416,"1,00,00,000"
11240,00300202211150000002704,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13408,"1,00,00,000"
11241,00300202211150000002704,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13080,"1,00,00,000"
11242,00300202211150000002704,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13402,"1,00,00,000"
11243,00300202211150000002705,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13442,"1,00,00,000"
11244,00300202211150000002705,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13466,"1,00,00,000"
11245,00300202211150000002705,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13444,"1,00,00,000"
11246,00300202211150000002705,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13460,"1,00,00,000"
11247,00300202211150000002705,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13426,"1,00,00,000"
11248,00300202211150000002705,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13462,"1,00,00,000"
11249,00300202211150000002705,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13430,"1,00,00,000"
11250,00300202211150000002705,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13438,"1,00,00,000"
11251,00300202211150000002705,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13454,"1,00,00,000"
11252,00300202211150000002705,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13432,"1,00,00,000"
11253,00300202211150000002705,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13424,"1,00,00,000"
11254,00300202211150000002705,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13472,"1,00,00,000"
11255,00300202211150000002705,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13440,"1,00,00,000"
11256,00300202211150000002705,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13448,"1,00,00,000"
11257,00300202211150000002705,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13464,"1,00,00,000"
11258,00300202211150000002705,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13458,"1,00,00,000"
11259,00300202211150000002705,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13452,"1,00,00,000"
11260,00300202211150000002705,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13436,"1,00,00,000"
11261,00300202211150000002705,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13446,"1,00,00,000"
11262,00300202211150000002705,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13468,"1,00,00,000"
11263,00300202211150000002705,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13434,"1,00,00,000"
11264,00300202211150000002705,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13456,"1,00,00,000"
11265,00300202211150000002705,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13450,"1,00,00,000"
11266,00300202211150000002705,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13428,"1,00,00,000"
11267,00300202211150000002705,15/Nov/2022,UNITED PHOSPHORUS INDIA LLP,13470,"1,00,00,000"
11268,00691202211150000002731,15/Nov/2022,USHA AGGARWAL,14009,"10,00,000"
11269,00691202211150000002731,15/Nov/2022,USHA AGGARWAL,14011,"10,00,000"
11270,00691202211150000002731,15/Nov/2022,USHA AGGARWAL,28790,"1,00,000"
11271,00691202211150000002731,15/Nov/2022,USHA AGGARWAL,28784,"1,00,000"
11272,00691202211150000002731,15/Nov/2022,USHA AGGARWAL,28788,"1,00,000"
11273,00691202211150000002731,15/Nov/2022,USHA AGGARWAL,28786,"1,00,000"
11274,00691202211150000002731,15/Nov/2022,USHA AGGARWAL,28782,"1,00,000"
11275,00300202211150000002686,15/Nov/2022,USV PRIVATE LTD ( FORMERLY USV LTD),13576,"1,00,00,000"
11276,00300202211150000002686,15/Nov/2022,USV PRIVATE LTD ( FORMERLY USV LTD),13588,"1,00,00,000"
11277,00300202211150000002686,15/Nov/2022,USV PRIVATE LTD ( FORMERLY USV LTD),13572,"1,00,00,000"
11278,00300202211150000002686,15/Nov/2022,USV PRIVATE LTD ( FORMERLY USV LTD),13582,"1,00,00,000"
11279,00300202211150000002686,15/Nov/2022,USV PRIVATE LTD ( FORMERLY USV LTD),13586,"1,00,00,000"
11280,00300202211150000002686,15/Nov/2022,USV PRIVATE LTD ( FORMERLY USV LTD),13580,"1,00,00,000"
11281,00300202211150000002686,15/Nov/2022,USV PRIVATE LTD ( FORMERLY USV LTD),13590,"1,00,00,000"
11282,00300202211150000002686,15/Nov/2022,USV PRIVATE LTD ( FORMERLY USV LTD),13578,"1,00,00,000"
11283,00300202211150000002686,15/Nov/2022,USV PRIVATE LTD ( FORMERLY USV LTD),13584,"1,00,00,000"
11284,00300202211150000002686,15/Nov/2022,USV PRIVATE LTD ( FORMERLY USV LTD),13574,"1,00,00,000"
11285,00691202211150000002720,15/Nov/2022,VEDANTA ELECTRICALS PRIVATE LIMITED,12626,"1,00,00,000"
11286,00691202211150000002720,15/Nov/2022,VEDANTA ELECTRICALS PRIVATE LIMITED,13621,"10,00,000"
11287,00691202211150000002720,15/Nov/2022,VEDANTA ELECTRICALS PRIVATE LIMITED,13627,"10,00,000"
11288,00691202211150000002720,15/Nov/2022,VEDANTA ELECTRICALS PRIVATE LIMITED,13623,"10,00,000"
11289,00691202211150000002720,15/Nov/2022,VEDANTA ELECTRICALS PRIVATE LIMITED,13619,"10,00,000"
11290,00691202211150000002720,15/Nov/2022,VEDANTA ELECTRICALS PRIVATE LIMITED,13625,"10,00,000"
11291,00691202211150000002720,15/Nov/2022,VEDANTA ELECTRICALS PRIVATE LIMITED,13617,"10,00,000"
11292,00691202211150000002720,15/Nov/2022,VEDANTA ELECTRICALS PRIVATE LIMITED,13629,"10,00,000"
11293,00691202211150000002720,15/Nov/2022,VEDANTA ELECTRICALS PRIVATE LIMITED,28704,"1,00,000"
11294,00691202211150000002720,15/Nov/2022,VEDANTA ELECTRICALS PRIVATE LIMITED,28706,"1,00,000"
11295,00691202211150000002720,15/Nov/2022,VEDANTA ELECTRICALS PRIVATE LIMITED,28708,"1,00,000"
11296,00691202211150000002720,15/Nov/2022,VEDANTA ELECTRICALS PRIVATE LIMITED,28710,"1,00,000"
11297,00691202211150000002720,15/Nov/2022,VEDANTA ELECTRICALS PRIVATE LIMITED,28702,"1,00,000"
11298,00691202211150000002721,15/Nov/2022,VIPIN AGGARWAL,13631,"10,00,000"
11299,00691202211150000002721,15/Nov/2022,VIPIN AGGARWAL,13633,"10,00,000"
11300,00691202211150000002721,15/Nov/2022,VIPIN AGGARWAL,28720,"1,00,000"
11301,00691202211150000002721,15/Nov/2022,VIPIN AGGARWAL,28718,"1,00,000"
11302,00691202211150000002721,15/Nov/2022,VIPIN AGGARWAL,28716,"1,00,000"
11303,00691202211150000002721,15/Nov/2022,VIPIN AGGARWAL,28712,"1,00,000"
11304,00691202211150000002721,15/Nov/2022,VIPIN AGGARWAL,28714,"1,00,000"
